                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.86497,                0.69738,                 1.1576,                0.88698,                0.77518,                0.85329,                0.63916,                 1.0858,                0.70261,                 1.2828,               0.002377,               0.002377,               0.002377
                     80,                0.86722,                0.69556,                 1.1543,                0.88588,                0.78166,                0.85411,                0.63996,                 1.0906,                0.70143,                 1.2846,               0.002278,               0.002278,               0.002278
                     81,                0.86309,                0.70007,                 1.1532,                0.89424,                0.77627,                0.85195,                0.64005,                 1.0843,                0.70099,                 1.2824,               0.002179,               0.002179,               0.002179
                     82,                0.86576,                 0.6908,                 1.1608,                0.88174,                0.78335,                0.85186,                 0.6408,                 1.0829,                0.70125,                 1.2833,                0.00208,                0.00208,                0.00208
                     83,                0.85348,                0.68399,                 1.1491,                0.87932,                0.78124,                0.85106,                0.63992,                  1.082,                0.69935,                 1.2817,               0.001981,               0.001981,               0.001981
                     84,                0.86197,                 0.6845,                 1.1539,                0.89965,                0.76765,                0.85113,                0.63913,                 1.0826,                0.70227,                 1.2817,               0.001882,               0.001882,               0.001882
                     85,                0.85154,                0.67883,                 1.1476,                0.90184,                0.76856,                0.85246,                0.64051,                 1.0802,                0.69882,                 1.2827,               0.001783,               0.001783,               0.001783
                     86,                 0.8486,                0.68082,                 1.1458,                0.90614,                0.76655,                0.85183,                0.64168,                 1.0765,                 0.6978,                 1.2802,               0.001684,               0.001684,               0.001684
                     87,                0.84157,                0.66553,                 1.1383,                0.90181,                0.77454,                0.85341,                0.64147,                 1.0766,                0.69568,                 1.2775,               0.001585,               0.001585,               0.001585
                     88,                0.85504,                0.67946,                 1.1525,                0.89115,                0.77602,                0.85402,                0.64242,                 1.0759,                0.69588,                 1.2774,               0.001486,               0.001486,               0.001486
                     89,                0.84488,                  0.662,                 1.1431,                0.89566,                0.77325,                0.85334,                0.64291,                 1.0743,                 0.6946,                 1.2756,               0.001387,               0.001387,               0.001387
                     90,                0.83139,                0.65943,                  1.139,                0.89556,                0.77608,                 0.8532,                0.64267,                 1.0764,                0.69491,                 1.2756,               0.001288,               0.001288,               0.001288
                     91,                0.84917,                0.59753,                 1.1447,                0.89654,                0.77428,                0.85446,                0.64222,                 1.0746,                0.69271,                 1.2748,               0.001189,               0.001189,               0.001189
                     92,                0.83737,                0.58607,                 1.1414,                0.89248,                 0.7795,                0.85552,                0.64253,                 1.0726,                0.69251,                 1.2745,                0.00109,                0.00109,                0.00109
                     93,                0.82959,                0.57246,                  1.135,                0.89036,                0.78615,                0.85647,                0.64399,                 1.0706,                0.68917,                 1.2746,               0.000991,               0.000991,               0.000991
                     94,                0.81927,                0.56512,                 1.1295,                0.88028,                0.79172,                0.85641,                0.64492,                 1.0682,                0.68758,                 1.2728,               0.000892,               0.000892,               0.000892
                     95,                 0.8226,                0.56251,                 1.1307,                0.88646,                0.78562,                0.85613,                0.64566,                 1.0677,                0.68747,                 1.2738,               0.000793,               0.000793,               0.000793
                     96,                0.81842,                0.55991,                 1.1287,                0.88826,                0.78649,                0.85628,                0.64597,                 1.0672,                0.68605,                 1.2743,               0.000694,               0.000694,               0.000694
                     97,                0.81132,                0.55381,                 1.1199,                0.89572,                0.78061,                0.85709,                0.64645,                  1.067,                0.68465,                 1.2743,               0.000595,               0.000595,               0.000595
                     98,                0.80526,                 0.5445,                 1.1131,                0.89761,                0.78012,                0.85738,                0.64703,                 1.0666,                 0.6836,                 1.2745,               0.000496,               0.000496,               0.000496
                     99,                0.79926,                0.53879,                 1.1116,                0.90236,                 0.7776,                0.85804,                0.64827,                 1.0647,                0.68215,                  1.273,               0.000397,               0.000397,               0.000397
                    100,                0.79289,                0.53445,                 1.1113,                0.89945,                0.78194,                0.85906,                0.64788,                 1.0648,                0.68014,                 1.2735,               0.000298,               0.000298,               0.000298
